timestamp,sensor_type,sensor_id,unit,val
2025-07-29T20:00:00Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:01Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:02Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:03Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:04Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:05Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:06Z,temperature,TEMP-009,°C,23.25
2025-07-29T20:00:07Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:08Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:09Z,temperature,TEMP-009,°C,23.25
2025-07-29T20:00:10Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:11Z,temperature,TEMP-009,°C,23.25
2025-07-29T20:00:12Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:13Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:14Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:15Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:16Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:17Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:18Z,temperature,TEMP-009,°C,23.00
2025-07-29T20:00:19Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:20Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:21Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:22Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:23Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:24Z,temperature,TEMP-009,°C,22.50
2025-07-29T20:00:25Z,temperature,TEMP-009,°C,22.50
2025-07-29T20:00:26Z,temperature,TEMP-009,°C,22.75
2025-07-29T20:00:27Z,temperature,TEMP-009,°C,22.50
2025-07-29T20:00:28Z,temperature,TEMP-009,°C,22.50
2025-07-29T20:00:29Z,temperature,TEMP-009,°C,22.50
2025-07-29T20:00:30Z,temperature,TEMP-009,°C,22.00
2025-07-29T20:00:31Z,temperature,TEMP-009,°C,22.00
2025-07-29T20:00:32Z,temperature,TEMP-009,°C,22.25
2025-07-29T20:00:33Z,temperature,TEMP-009,°C,22.00
2025-07-29T20:00:34Z,temperature,TEMP-009,°C,22.25
2025-07-29T20:00:35Z,temperature,TEMP-009,°C,21.75
2025-07-29T20:00:36Z,temperature,TEMP-009,°C,22.00
2025-07-29T20:00:37Z,temperature,TEMP-009,°C,22.00
2025-07-29T20:00:38Z,temperature,TEMP-009,°C,22.00
2025-07-29T20:00:39Z,temperature,TEMP-009,°C,21.75
2025-07-29T20:00:40Z,temperature,TEMP-009,°C,22.00
2025-07-29T20:00:41Z,temperature,TEMP-009,°C,21.75
2025-07-29T20:00:42Z,temperature,TEMP-009,°C,21.75
2025-07-29T20:00:43Z,temperature,TEMP-009,°C,21.75
2025-07-29T20:00:44Z,temperature,TEMP-009,°C,21.75
