timestamp,sensor_type,sensor_id,unit,val
2025-07-29T14:00:00Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:01Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:02Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:03Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:04Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:05Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:06Z,temperature,TEMP-011,°C,22.00
2025-07-29T14:00:07Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:08Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:09Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:10Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:11Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:12Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:13Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:14Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:15Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:16Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:17Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:18Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:19Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:20Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:21Z,temperature,TEMP-011,°C,21.75
2025-07-29T14:00:22Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:23Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:24Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:25Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:26Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:27Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:28Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:29Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:30Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:31Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:32Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:33Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:34Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:35Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:36Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:37Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:38Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:39Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:40Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:41Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:42Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:43Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:44Z,temperature,TEMP-011,°C,21.25
2025-07-29T14:00:45Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:46Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:47Z,temperature,TEMP-011,°C,20.75
2025-07-29T14:00:48Z,temperature,TEMP-011,°C,20.75
2025-07-29T14:00:49Z,temperature,TEMP-011,°C,20.75
2025-07-29T14:00:50Z,temperature,TEMP-011,°C,20.75
2025-07-29T14:00:51Z,temperature,TEMP-011,°C,21.00
2025-07-29T14:00:52Z,temperature,TEMP-011,°C,21.50
2025-07-29T14:00:53Z,temperature,TEMP-011,°C,22.25
2025-07-29T14:00:54Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:00:55Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:00:56Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:00:57Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:00:58Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:00:59Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:00Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:01Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:02Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:03Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:04Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:05Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:06Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:07Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:08Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:09Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:10Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:11Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:12Z,temperature,TEMP-011,°C,24.25
2025-07-29T14:01:13Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:14Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:15Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:16Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:17Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:18Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:19Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:20Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:21Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:22Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:23Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:24Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:25Z,temperature,TEMP-011,°C,24.25
2025-07-29T14:01:26Z,temperature,TEMP-011,°C,24.00
2025-07-29T14:01:27Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:28Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:29Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:30Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:31Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:32Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:33Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:34Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:35Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:36Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:37Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:38Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:39Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:40Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:41Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:42Z,temperature,TEMP-011,°C,23.75
2025-07-29T14:01:43Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:44Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:45Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:46Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:47Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:48Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:49Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:50Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:51Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:52Z,temperature,TEMP-011,°C,23.50
2025-07-29T14:01:53Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:01:54Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:55Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:56Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:57Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:58Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:01:59Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:02:00Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:02:01Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:02:02Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:02:03Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:04Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:05Z,temperature,TEMP-011,°C,23.25
2025-07-29T14:02:06Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:07Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:08Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:09Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:10Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:11Z,temperature,TEMP-011,°C,22.75
2025-07-29T14:02:12Z,temperature,TEMP-011,°C,22.75
2025-07-29T14:02:13Z,temperature,TEMP-011,°C,22.75
2025-07-29T14:02:14Z,temperature,TEMP-011,°C,23.00
2025-07-29T14:02:15Z,temperature,TEMP-011,°C,22.75
2025-07-29T14:02:16Z,temperature,TEMP-011,°C,22.50
