timestamp,sensor_type,sensor_id,unit,val_0.1µm,val_0.3µm,val_0.5µm
2025-07-15T09:32:00Z,particle,LPM-006,PPM,801,80,22
2025-07-15T09:32:01Z,particle,LPM-006,PPM,807,80,20
2025-07-15T09:32:02Z,particle,LPM-006,PPM,780,82,22
2025-07-15T09:32:03Z,particle,LPM-006,PPM,775,84,22
2025-07-15T09:32:04Z,particle,LPM-006,PPM,813,84,22
2025-07-15T09:32:05Z,particle,LPM-006,PPM,795,84,21
2025-07-15T09:32:06Z,particle,LPM-006,PPM,825,83,20
2025-07-15T09:32:07Z,particle,LPM-006,PPM,808,80,19
2025-07-15T09:32:08Z,particle,LPM-006,PPM,778,86,20
2025-07-15T09:32:09Z,particle,LPM-006,PPM,740,90,18
2025-07-15T09:32:10Z,particle,LPM-006,PPM,706,96,18
2025-07-15T09:32:11Z,particle,LPM-006,PPM,724,94,18
2025-07-15T09:32:12Z,particle,LPM-006,PPM,713,95,19
2025-07-15T09:32:13Z,particle,LPM-006,PPM,732,89,19
2025-07-15T09:32:14Z,particle,LPM-006,PPM,743,86,19
2025-07-15T09:32:15Z,particle,LPM-006,PPM,756,86,18
2025-07-15T09:32:16Z,particle,LPM-006,PPM,795,80,19
2025-07-15T09:32:17Z,particle,LPM-006,PPM,759,84,18
2025-07-15T09:32:18Z,particle,LPM-006,PPM,777,79,18
2025-07-15T09:32:19Z,particle,LPM-006,PPM,787,77,16
2025-07-15T09:32:20Z,particle,LPM-006,PPM,805,80,17
2025-07-15T09:32:21Z,particle,LPM-006,PPM,796,80,17
2025-07-15T09:32:22Z,particle,LPM-006,PPM,800,84,16
2025-07-15T09:32:23Z,particle,LPM-006,PPM,779,89,16
2025-07-15T09:32:24Z,particle,LPM-006,PPM,795,85,18
2025-07-15T09:32:25Z,particle,LPM-006,PPM,784,81,17
2025-07-15T09:32:26Z,particle,LPM-006,PPM,803,82,18
2025-07-15T09:32:27Z,particle,LPM-006,PPM,803,81,19
2025-07-15T09:32:28Z,particle,LPM-006,PPM,823,82,17
2025-07-15T09:32:29Z,particle,LPM-006,PPM,827,79,18
2025-07-15T09:32:30Z,particle,LPM-006,PPM,836,84,19
2025-07-15T09:32:31Z,particle,LPM-006,PPM,857,82,20
2025-07-15T09:32:32Z,particle,LPM-006,PPM,884,78,19
2025-07-15T09:32:33Z,particle,LPM-006,PPM,868,81,19
2025-07-15T09:32:34Z,particle,LPM-006,PPM,845,78,19
2025-07-15T09:32:35Z,particle,LPM-006,PPM,851,77,20
2025-07-15T09:32:36Z,particle,LPM-006,PPM,841,83,19
2025-07-15T09:32:37Z,particle,LPM-006,PPM,864,81,19
2025-07-15T09:32:38Z,particle,LPM-006,PPM,863,81,20
2025-07-15T09:32:39Z,particle,LPM-006,PPM,829,78,18
2025-07-15T09:32:40Z,particle,LPM-006,PPM,864,82,20
2025-07-15T09:32:41Z,particle,LPM-006,PPM,831,82,19
2025-07-15T09:32:42Z,particle,LPM-006,PPM,808,80,21
2025-07-15T09:32:43Z,particle,LPM-006,PPM,832,77,21
2025-07-15T09:32:44Z,particle,LPM-006,PPM,851,80,22
2025-07-15T09:32:45Z,particle,LPM-006,PPM,840,75,21
2025-07-15T09:32:46Z,particle,LPM-006,PPM,870,72,20
2025-07-15T09:32:47Z,particle,LPM-006,PPM,871,68,22
2025-07-15T09:32:48Z,particle,LPM-006,PPM,848,71,20
2025-07-15T09:32:49Z,particle,LPM-006,PPM,861,75,21
2025-07-15T09:32:50Z,particle,LPM-006,PPM,826,79,21
2025-07-15T09:32:51Z,particle,LPM-006,PPM,854,79,20
2025-07-15T09:32:52Z,particle,LPM-006,PPM,839,80,19
2025-07-15T09:32:53Z,particle,LPM-006,PPM,848,81,19
2025-07-15T09:32:54Z,particle,LPM-006,PPM,851,81,19
2025-07-15T09:32:55Z,particle,LPM-006,PPM,833,82,20
2025-07-15T09:32:56Z,particle,LPM-006,PPM,845,82,19
2025-07-15T09:32:57Z,particle,LPM-006,PPM,876,79,20
2025-07-15T09:32:58Z,particle,LPM-006,PPM,835,76,20
2025-07-15T09:32:59Z,particle,LPM-006,PPM,843,77,20
2025-07-15T09:33:00Z,particle,LPM-006,PPM,845,72,22
2025-07-15T09:33:01Z,particle,LPM-006,PPM,844,67,22
2025-07-15T09:33:02Z,particle,LPM-006,PPM,827,65,23
2025-07-15T09:33:03Z,particle,LPM-006,PPM,827,71,22
2025-07-15T09:33:04Z,particle,LPM-006,PPM,827,68,21
2025-07-15T09:33:05Z,particle,LPM-006,PPM,797,69,22
2025-07-15T09:33:06Z,particle,LPM-006,PPM,826,70,22
2025-07-15T09:33:07Z,particle,LPM-006,PPM,794,66,21
2025-07-15T09:33:08Z,particle,LPM-006,PPM,815,67,20
2025-07-15T09:33:09Z,particle,LPM-006,PPM,779,71,20
2025-07-15T09:33:10Z,particle,LPM-006,PPM,779,76,20
2025-07-15T09:33:11Z,particle,LPM-006,PPM,761,79,19
2025-07-15T09:33:12Z,particle,LPM-006,PPM,778,82,18
2025-07-15T09:33:13Z,particle,LPM-006,PPM,747,82,18
2025-07-15T09:33:14Z,particle,LPM-006,PPM,745,86,17
2025-07-15T09:33:15Z,particle,LPM-006,PPM,749,88,17
2025-07-15T09:33:16Z,particle,LPM-006,PPM,754,85,18
2025-07-15T09:33:17Z,particle,LPM-006,PPM,782,79,19
2025-07-15T09:33:18Z,particle,LPM-006,PPM,784,74,20
2025-07-15T09:33:19Z,particle,LPM-006,PPM,789,78,18
