timestamp,sensor_type,sensor_id,unit,val_0.1µm,val_0.3µm,val_0.5µm
2025-07-15T09:32:00Z,particle,LPM-007,PPM,800,80,21
2025-07-15T09:32:01Z,particle,LPM-007,PPM,807,80,21
2025-07-15T09:32:02Z,particle,LPM-007,PPM,780,83,22
2025-07-15T09:32:03Z,particle,LPM-007,PPM,775,84,22
2025-07-15T09:32:04Z,particle,LPM-007,PPM,813,83,23
2025-07-15T09:32:05Z,particle,LPM-007,PPM,795,84,22
2025-07-15T09:32:06Z,particle,LPM-007,PPM,826,83,20
2025-07-15T09:32:07Z,particle,LPM-007,PPM,808,81,20
2025-07-15T09:32:08Z,particle,LPM-007,PPM,779,86,20
2025-07-15T09:32:09Z,particle,LPM-007,PPM,741,91,19
2025-07-15T09:32:10Z,particle,LPM-007,PPM,706,96,19
2025-07-15T09:32:11Z,particle,LPM-007,PPM,723,94,17
2025-07-15T09:32:12Z,particle,LPM-007,PPM,713,95,19
2025-07-15T09:32:13Z,particle,LPM-007,PPM,732,89,19
2025-07-15T09:32:14Z,particle,LPM-007,PPM,742,87,19
2025-07-15T09:32:15Z,particle,LPM-007,PPM,755,86,17
2025-07-15T09:32:16Z,particle,LPM-007,PPM,795,80,19
2025-07-15T09:32:17Z,particle,LPM-007,PPM,760,84,18
2025-07-15T09:32:18Z,particle,LPM-007,PPM,778,79,17
2025-07-15T09:32:19Z,particle,LPM-007,PPM,788,78,17
2025-07-15T09:32:20Z,particle,LPM-007,PPM,806,79,17
2025-07-15T09:32:21Z,particle,LPM-007,PPM,796,79,17
2025-07-15T09:32:22Z,particle,LPM-007,PPM,799,85,16
2025-07-15T09:32:23Z,particle,LPM-007,PPM,778,89,17
2025-07-15T09:32:24Z,particle,LPM-007,PPM,794,84,17
2025-07-15T09:32:25Z,particle,LPM-007,PPM,783,80,17
2025-07-15T09:32:26Z,particle,LPM-007,PPM,803,83,18
2025-07-15T09:32:27Z,particle,LPM-007,PPM,803,81,18
2025-07-15T09:32:28Z,particle,LPM-007,PPM,823,82,17
2025-07-15T09:32:29Z,particle,LPM-007,PPM,827,80,17
2025-07-15T09:32:30Z,particle,LPM-007,PPM,836,83,18
2025-07-15T09:32:31Z,particle,LPM-007,PPM,857,82,20
2025-07-15T09:32:32Z,particle,LPM-007,PPM,885,77,20
2025-07-15T09:32:33Z,particle,LPM-007,PPM,868,81,19
2025-07-15T09:32:34Z,particle,LPM-007,PPM,845,77,19
2025-07-15T09:32:35Z,particle,LPM-007,PPM,852,78,19
2025-07-15T09:32:36Z,particle,LPM-007,PPM,841,83,20
2025-07-15T09:32:37Z,particle,LPM-007,PPM,865,81,20
2025-07-15T09:32:38Z,particle,LPM-007,PPM,862,82,19
2025-07-15T09:32:39Z,particle,LPM-007,PPM,829,78,19
2025-07-15T09:32:40Z,particle,LPM-007,PPM,865,81,19
2025-07-15T09:32:41Z,particle,LPM-007,PPM,830,81,20
2025-07-15T09:32:42Z,particle,LPM-007,PPM,807,80,20
2025-07-15T09:32:43Z,particle,LPM-007,PPM,833,78,22
2025-07-15T09:32:44Z,particle,LPM-007,PPM,851,80,22
2025-07-15T09:32:45Z,particle,LPM-007,PPM,841,75,22
2025-07-15T09:32:46Z,particle,LPM-007,PPM,869,72,21
2025-07-15T09:32:47Z,particle,LPM-007,PPM,872,69,21
2025-07-15T09:32:48Z,particle,LPM-007,PPM,849,72,20
2025-07-15T09:32:49Z,particle,LPM-007,PPM,862,76,21
2025-07-15T09:32:50Z,particle,LPM-007,PPM,826,78,21
2025-07-15T09:32:51Z,particle,LPM-007,PPM,854,79,20
2025-07-15T09:32:52Z,particle,LPM-007,PPM,839,80,19
2025-07-15T09:32:53Z,particle,LPM-007,PPM,847,81,20
2025-07-15T09:32:54Z,particle,LPM-007,PPM,851,81,20
2025-07-15T09:32:55Z,particle,LPM-007,PPM,832,82,20
2025-07-15T09:32:56Z,particle,LPM-007,PPM,846,81,20
2025-07-15T09:32:57Z,particle,LPM-007,PPM,876,79,20
2025-07-15T09:32:58Z,particle,LPM-007,PPM,835,76,20
2025-07-15T09:32:59Z,particle,LPM-007,PPM,842,77,21
2025-07-15T09:33:00Z,particle,LPM-007,PPM,844,73,21
2025-07-15T09:33:01Z,particle,LPM-007,PPM,845,68,23
