timestamp,sensor_type,sensor_id,unit,val_0.1µm,val_0.3µm,val_0.5µm
2025-07-15T09:32:00Z,particle,LPM-005,PPM,801,79,22
2025-07-15T09:32:01Z,particle,LPM-005,PPM,807,80,21
2025-07-15T09:32:02Z,particle,LPM-005,PPM,780,82,21
2025-07-15T09:32:03Z,particle,LPM-005,PPM,775,84,23
2025-07-15T09:32:04Z,particle,LPM-005,PPM,812,84,22
2025-07-15T09:32:05Z,particle,LPM-005,PPM,795,84,21
2025-07-15T09:32:06Z,particle,LPM-005,PPM,825,83,20
2025-07-15T09:32:07Z,particle,LPM-005,PPM,807,81,20
2025-07-15T09:32:08Z,particle,LPM-005,PPM,778,86,19
2025-07-15T09:32:09Z,particle,LPM-005,PPM,741,91,19
2025-07-15T09:32:10Z,particle,LPM-005,PPM,707,96,19
2025-07-15T09:32:11Z,particle,LPM-005,PPM,724,94,18
2025-07-15T09:32:12Z,particle,LPM-005,PPM,713,95,19
2025-07-15T09:32:13Z,particle,LPM-005,PPM,731,89,20
2025-07-15T09:32:14Z,particle,LPM-005,PPM,742,87,19
2025-07-15T09:32:15Z,particle,LPM-005,PPM,756,86,18
2025-07-15T09:32:16Z,particle,LPM-005,PPM,795,81,18
2025-07-15T09:32:17Z,particle,LPM-005,PPM,759,84,18
2025-07-15T09:32:18Z,particle,LPM-005,PPM,778,79,17
2025-07-15T09:32:19Z,particle,LPM-005,PPM,788,78,17
2025-07-15T09:32:20Z,particle,LPM-005,PPM,805,79,17
2025-07-15T09:32:21Z,particle,LPM-005,PPM,796,80,16
2025-07-15T09:32:22Z,particle,LPM-005,PPM,799,84,16
2025-07-15T09:32:23Z,particle,LPM-005,PPM,779,90,16
2025-07-15T09:32:24Z,particle,LPM-005,PPM,794,85,17
2025-07-15T09:32:25Z,particle,LPM-005,PPM,783,81,17
2025-07-15T09:32:26Z,particle,LPM-005,PPM,803,83,18
2025-07-15T09:32:27Z,particle,LPM-005,PPM,803,82,19
2025-07-15T09:32:28Z,particle,LPM-005,PPM,822,82,17
2025-07-15T09:32:29Z,particle,LPM-005,PPM,827,79,18
2025-07-15T09:32:30Z,particle,LPM-005,PPM,837,83,18
2025-07-15T09:32:31Z,particle,LPM-005,PPM,857,82,19
2025-07-15T09:32:32Z,particle,LPM-005,PPM,885,77,19
2025-07-15T09:32:33Z,particle,LPM-005,PPM,869,82,19
2025-07-15T09:32:34Z,particle,LPM-005,PPM,844,78,19
2025-07-15T09:32:35Z,particle,LPM-005,PPM,851,77,20
2025-07-15T09:32:36Z,particle,LPM-005,PPM,842,82,20
2025-07-15T09:32:37Z,particle,LPM-005,PPM,865,81,20
2025-07-15T09:32:38Z,particle,LPM-005,PPM,862,81,20
2025-07-15T09:32:39Z,particle,LPM-005,PPM,829,78,18
2025-07-15T09:32:40Z,particle,LPM-005,PPM,864,82,20
2025-07-15T09:32:41Z,particle,LPM-005,PPM,831,82,19
2025-07-15T09:32:42Z,particle,LPM-005,PPM,808,81,20
2025-07-15T09:32:43Z,particle,LPM-005,PPM,833,77,21
2025-07-15T09:32:44Z,particle,LPM-005,PPM,852,80,21
2025-07-15T09:32:45Z,particle,LPM-005,PPM,841,76,21
2025-07-15T09:32:46Z,particle,LPM-005,PPM,870,72,20
2025-07-15T09:32:47Z,particle,LPM-005,PPM,872,68,21
2025-07-15T09:32:48Z,particle,LPM-005,PPM,849,71,20
2025-07-15T09:32:49Z,particle,LPM-005,PPM,862,76,20
2025-07-15T09:32:50Z,particle,LPM-005,PPM,827,78,21
2025-07-15T09:32:51Z,particle,LPM-005,PPM,853,78,20
2025-07-15T09:32:52Z,particle,LPM-005,PPM,839,81,20
2025-07-15T09:32:53Z,particle,LPM-005,PPM,847,81,20
2025-07-15T09:32:54Z,particle,LPM-005,PPM,851,80,20
2025-07-15T09:32:55Z,particle,LPM-005,PPM,833,81,19
2025-07-15T09:32:56Z,particle,LPM-005,PPM,846,82,19
2025-07-15T09:32:57Z,particle,LPM-005,PPM,876,80,20
2025-07-15T09:32:58Z,particle,LPM-005,PPM,836,76,19
2025-07-15T09:32:59Z,particle,LPM-005,PPM,843,77,21
2025-07-15T09:33:00Z,particle,LPM-005,PPM,845,72,22
2025-07-15T09:33:01Z,particle,LPM-005,PPM,844,68,22
2025-07-15T09:33:02Z,particle,LPM-005,PPM,828,65,22
2025-07-15T09:33:03Z,particle,LPM-005,PPM,828,71,21
2025-07-15T09:33:04Z,particle,LPM-005,PPM,827,68,21
2025-07-15T09:33:05Z,particle,LPM-005,PPM,798,70,22
