timestamp,sensor_type,sensor_id,unit,val_0.1µm,val_0.3µm,val_0.5µm
2025-07-15T09:32:00Z,particle,LPM-003,PPM,923,88,14
2025-07-15T09:32:01Z,particle,LPM-003,PPM,910,94,14
2025-07-15T09:32:02Z,particle,LPM-003,PPM,884,93,14
2025-07-15T09:32:03Z,particle,LPM-003,PPM,854,88,16
2025-07-15T09:32:04Z,particle,LPM-003,PPM,882,91,15
2025-07-15T09:32:05Z,particle,LPM-003,PPM,869,86,15
2025-07-15T09:32:06Z,particle,LPM-003,PPM,865,83,16
2025-07-15T09:32:07Z,particle,LPM-003,PPM,885,83,16
2025-07-15T09:32:08Z,particle,LPM-003,PPM,850,86,17
2025-07-15T09:32:09Z,particle,LPM-003,PPM,820,80,16
2025-07-15T09:32:10Z,particle,LPM-003,PPM,793,81,15
2025-07-15T09:32:11Z,particle,LPM-003,PPM,800,82,16
2025-07-15T09:32:12Z,particle,LPM-003,PPM,805,81,17
2025-07-15T09:32:13Z,particle,LPM-003,PPM,795,78,17
2025-07-15T09:32:14Z,particle,LPM-003,PPM,805,74,17
2025-07-15T09:32:15Z,particle,LPM-003,PPM,827,78,17
2025-07-15T09:32:16Z,particle,LPM-003,PPM,817,81,19
2025-07-15T09:32:17Z,particle,LPM-003,PPM,824,78,18
2025-07-15T09:32:18Z,particle,LPM-003,PPM,842,80,20
2025-07-15T09:32:19Z,particle,LPM-003,PPM,868,81,20
2025-07-15T09:32:20Z,particle,LPM-003,PPM,852,86,20
2025-07-15T09:32:21Z,particle,LPM-003,PPM,825,82,20
2025-07-15T09:32:22Z,particle,LPM-003,PPM,842,80,19
2025-07-15T09:32:23Z,particle,LPM-003,PPM,854,83,20
2025-07-15T09:32:24Z,particle,LPM-003,PPM,827,81,20
2025-07-15T09:32:25Z,particle,LPM-003,PPM,845,85,20
2025-07-15T09:32:26Z,particle,LPM-003,PPM,854,85,20
2025-07-15T09:32:27Z,particle,LPM-003,PPM,818,82,19
2025-07-15T09:32:28Z,particle,LPM-003,PPM,821,78,20
2025-07-15T09:32:29Z,particle,LPM-003,PPM,829,79,20
2025-07-15T09:32:30Z,particle,LPM-003,PPM,842,81,21
2025-07-15T09:32:31Z,particle,LPM-003,PPM,824,80,21
2025-07-15T09:32:32Z,particle,LPM-003,PPM,865,83,21
2025-07-15T09:32:33Z,particle,LPM-003,PPM,836,81,21
2025-07-15T09:32:34Z,particle,LPM-003,PPM,853,84,20
2025-07-15T09:32:35Z,particle,LPM-003,PPM,883,86,21
2025-07-15T09:32:36Z,particle,LPM-003,PPM,904,87,22
2025-07-15T09:32:37Z,particle,LPM-003,PPM,911,83,21
2025-07-15T09:32:38Z,particle,LPM-003,PPM,886,79,22
2025-07-15T09:32:39Z,particle,LPM-003,PPM,850,82,22
2025-07-15T09:32:40Z,particle,LPM-003,PPM,875,84,23
2025-07-15T09:32:41Z,particle,LPM-003,PPM,870,81,22
2025-07-15T09:32:42Z,particle,LPM-003,PPM,837,85,22
2025-07-15T09:32:43Z,particle,LPM-003,PPM,819,81,21
2025-07-15T09:32:44Z,particle,LPM-003,PPM,813,78,22
2025-07-15T09:32:45Z,particle,LPM-003,PPM,823,78,23
2025-07-15T09:32:46Z,particle,LPM-003,PPM,806,75,23
2025-07-15T09:32:47Z,particle,LPM-003,PPM,832,75,23
2025-07-15T09:32:48Z,particle,LPM-003,PPM,873,79,23
2025-07-15T09:32:49Z,particle,LPM-003,PPM,833,83,23
2025-07-15T09:32:50Z,particle,LPM-003,PPM,825,84,21
2025-07-15T09:32:51Z,particle,LPM-003,PPM,838,88,20
2025-07-15T09:32:52Z,particle,LPM-003,PPM,830,94,20
2025-07-15T09:32:53Z,particle,LPM-003,PPM,810,98,20
2025-07-15T09:32:54Z,particle,LPM-003,PPM,788,101,22
2025-07-15T09:32:55Z,particle,LPM-003,PPM,776,101,20
2025-07-15T09:32:56Z,particle,LPM-003,PPM,799,99,20
2025-07-15T09:32:57Z,particle,LPM-003,PPM,766,101,19
2025-07-15T09:32:58Z,particle,LPM-003,PPM,782,99,20
2025-07-15T09:32:59Z,particle,LPM-003,PPM,744,98,20
2025-07-15T09:33:00Z,particle,LPM-003,PPM,717,99,21
2025-07-15T09:33:01Z,particle,LPM-003,PPM,724,102,21
2025-07-15T09:33:02Z,particle,LPM-003,PPM,708,102,21
2025-07-15T09:33:03Z,particle,LPM-003,PPM,675,102,19
2025-07-15T09:33:04Z,particle,LPM-003,PPM,698,96,19
2025-07-15T09:33:05Z,particle,LPM-003,PPM,706,99,21
2025-07-15T09:33:06Z,particle,LPM-003,PPM,722,97,19
2025-07-15T09:33:07Z,particle,LPM-003,PPM,730,94,19
2025-07-15T09:33:08Z,particle,LPM-003,PPM,755,97,20
2025-07-15T09:33:09Z,particle,LPM-003,PPM,719,101,20
2025-07-15T09:33:10Z,particle,LPM-003,PPM,706,97,18
2025-07-15T09:33:11Z,particle,LPM-003,PPM,725,100,18
2025-07-15T09:33:12Z,particle,LPM-003,PPM,732,102,18
2025-07-15T09:33:13Z,particle,LPM-003,PPM,736,99,20
2025-07-15T09:33:14Z,particle,LPM-003,PPM,761,99,19
2025-07-15T09:33:15Z,particle,LPM-003,PPM,770,102,19
2025-07-15T09:33:16Z,particle,LPM-003,PPM,740,102,20
2025-07-15T09:33:17Z,particle,LPM-003,PPM,748,100,20
2025-07-15T09:33:18Z,particle,LPM-003,PPM,733,99,19
2025-07-15T09:33:19Z,particle,LPM-003,PPM,700,98,20
2025-07-15T09:33:20Z,particle,LPM-003,PPM,699,100,19
2025-07-15T09:33:21Z,particle,LPM-003,PPM,737,99,19
2025-07-15T09:33:22Z,particle,LPM-003,PPM,717,101,19
2025-07-15T09:33:23Z,particle,LPM-003,PPM,728,98,21
2025-07-15T09:33:24Z,particle,LPM-003,PPM,757,96,20
2025-07-15T09:33:25Z,particle,LPM-003,PPM,784,95,19
